"baitID","baitName","oeID","oeName","Mon","Mac0","Mac1","Mac2","Neu","MK","EP","Ery","FoeT","nCD4","tCD4","aCD4","naCD4","nCD8","tCD8","nB","tB","baitgene"
92919,"DNMBP",92898,".",5.14269478237527,4.50024020481487,3.83464459223161,3.03134654818126,3.78658295342957,2.47093288320955,3.71206498302588,1.56100928767443,3.27450804837501,3.98607504316881,4.03063263289541,3.49936708789731,3.6469504710214,4.11005354874252,3.48425788621944,2.95647250711879,3.65221509356733,TRUE
92919,"DNMBP",92900,".",5.3351787062581,4.81850420455399,3.89724343034631,4.29463834324282,2.261761636832,3.59208965140193,3.52079930938647,2.57263696698263,2.4689918804291,4.05048882873729,3.37356285063235,4.38228854851734,4.39811359056243,4.00649596822064,4.76229385359376,3.33073894021935,3.01548614367121,TRUE
92919,"DNMBP",92914,".",4.1295081634676,4.3329841985516,4.20256778927447,3.50567059736071,2.04374308177976,2.93219857791091,5.4523771134189,1.98950355295685,3.29383975242627,3.42888520046936,3.3048201866426,3.24363582116481,3.43010809415923,3.33570990731449,3.2351027543443,3.24140360190165,2.67720985513546,TRUE
92919,"DNMBP",92917,".",7.80409096467941,8.25925730044103,9.79058670927678,7.38297358752627,6.05379245921148,6.48343113987807,16.5690345061953,3.4102611019274,4.62268083876568,4.5446198111452,4.06577101984612,4.61749558673421,4.80339682629273,5.2528350744366,4.89213404393463,4.83670852561287,4.35741188440532,TRUE
92919,"DNMBP",92926,".",3.34605256104237,2.44868564710407,2.58756110694107,1.96576426380382,1.92472838830794,1.38402812354251,5.33542982371261,1.11914437409659,2.10133792195092,2.06730259572558,1.77257502373828,2.24259577547886,1.74545870640386,2.15680129383091,2.51391451833067,2.56591150917685,2.26666125711101,TRUE
92919,"DNMBP",92931,".",6.45624364060523,3.16758743977933,2.90689380018233,2.70799607601336,2.47989328862811,1.85696831081296,4.85375026352847,1.00938945220288,2.44440010748116,4.2917103688017,3.37808956326931,3.68476281772208,3.37411395594835,3.86434686028739,3.46086257954004,2.56315600552504,2.92550809090246,TRUE
92919,"DNMBP",92934,".",8.44098158138693,3.38363627492861,3.87160028043522,3.52888734810267,5.58844547465966,2.37603699519965,4.6227067827004,1.88504728128731,1.75820364479045,2.4274266011077,2.50837990687586,2.08392055774511,2.12747820998846,3.01949829734979,2.85576124364322,4.37014755119527,3.32056747521057,TRUE
92919,"DNMBP",92938,".",4.50879934941862,3.68638700329203,3.97932082923679,3.19350790084057,3.40961733061579,2.6031772839739,3.51978221541254,2.86307185356394,3.65273247144791,2.52575110590192,3.19160489673021,3.70024913678971,4.08349332058283,4.27230279271685,3.00951297349791,5.87090798156194,5.1861800649837,TRUE
92919,"DNMBP",92941,".",5.61402584826328,2.55202455291028,3.46013943814074,2.57833826228558,5.05492347750448,1.67441420887205,4.12697699858072,1.55402143475113,3.75232812329997,2.55103414803146,3.603097159154,2.54467773114754,3.23352666307768,3.23604043217656,1.61426645128738,4.53064597240552,4.8248641890512,TRUE
92919,"DNMBP",92942,".",4.99891883601844,1.81885450666473,3.50541364622097,1.87202889309259,6.03073722443313,1.72398232933444,3.52028297319595,0.784154870913475,4.38817757046196,1.99128796636071,1.9587163446494,2.18620088727429,2.32831807376142,3.39097318051652,2.09209319721692,2.92311280875346,4.78223291167185,TRUE
